dealer,player,handtype,drawnum,action,Q-value
5, 0, 0, 44, 1, 0.0
5, 0, 0, 45, 0, 0.0
5, 0, 0, 45, 1, 0.0
5, 0, 0, 46, 0, 0.0
5, 0, 0, 46, 1, 0.0
5, 0, 0, 47, 0, 0.0
5, 0, 0, 47, 1, 0.0
5, 0, 0, 48, 0, 0.0
5, 0, 0, 48, 1, 0.0
5, 0, 0, 49, 0, 0.0
5, 0, 0, 49, 1, 0.0
5, 0, 0, 50, 0, 0.0
5, 0, 0, 50, 1, 0.0
5, 0, 0, 51, 0, 0.0
5, 0, 0, 51, 1, 0.0
5, 0, 0, 52, 0, 0.0
5, 0, 0, 52, 1, 0.0
5, 0, 0, 53, 0, 0.0
5, 0, 0, 53, 1, 0.0
5, 0, 0, 54, 0, 0.0
5, 0, 0, 54, 1, 0.0
5, 0, 0, 55, 0, 0.0
5, 0, 0, 55, 1, 0.0
5, 0, 0, 56, 0, 0.0
5, 0, 0, 56, 1, 0.0
5, 0, 0, 57, 0, 0.0
5, 0, 0, 57, 1, 0.0
5, 0, 0, 58, 0, 0.0
5, 0, 0, 58, 1, 0.0
5, 0, 0, 59, 0, 0.0
5, 0, 0, 59, 1, 0.0
5, 0, 0, 60, 0, 0.0
5, 0, 0, 60, 1, 0.0
5, 0, 0, 61, 0, 0.0
5, 0, 0, 61, 1, 0.0
5, 0, 0, 62, 0, 0.0
5, 0, 0, 62, 1, 0.0
5, 0, 0, 63, 0, 0.0
5, 0, 0, 63, 1, 0.0
5, 0, 0, 64, 0, 0.0
5, 0, 0, 64, 1, 0.0
5, 0, 0, 65, 0, 0.0
5, 0, 0, 65, 1, 0.0
5, 0, 0, 66, 0, 0.0
5, 0, 0, 66, 1, 0.0
5, 0, 0, 67, 0, 0.0
5, 0, 0, 67, 1, 0.0
5, 0, 0, 68, 0, 0.0
5, 0, 0, 68, 1, 0.0
5, 0, 0, 69, 0, 0.0
5, 0, 0, 69, 1, 0.0
5, 0, 0, 70, 0, 0.0
5, 0, 0, 70, 1, 0.0
5, 0, 0, 71, 0, 0.0
5, 0, 0, 71, 1, 0.0
5, 0, 0, 72, 0, 0.0
5, 0, 0, 72, 1, 0.0
5, 0, 0, 73, 0, 0.0
5, 0, 0, 73, 1, 0.0
5, 0, 0, 74, 0, 0.0
5, 0, 0, 74, 1, 0.0
5, 0, 0, 75, 0, 0.0
5, 0, 0, 75, 1, 0.0
5, 0, 0, 76, 0, 0.0
5, 0, 0, 76, 1, 0.0
5, 0, 0, 77, 0, 0.0
5, 0, 0, 77, 1, 0.0
5, 0, 0, 78, 0, 0.0
5, 0, 0, 78, 1, 0.0
5, 0, 0, 79, 0, 0.0
5, 0, 0, 79, 1, 0.0
5, 0, 0, 80, 0, 0.0
5, 0, 0, 80, 1, 0.0
5, 0, 0, 81, 0, 0.0
5, 0, 0, 81, 1, 0.0
5, 0, 0, 82, 0, 0.0
5, 0, 0, 82, 1, 0.0
5, 0, 0, 83, 0, 0.0
5, 0, 0, 83, 1, 0.0
5, 0, 0, 84, 0, 0.0
5, 0, 0, 84, 1, 0.0
5, 0, 0, 85, 0, 0.0
5, 0, 0, 85, 1, 0.0
5, 0, 0, 86, 0, 0.0
5, 0, 0, 86, 1, 0.0
5, 0, 0, 87, 0, 0.0
5, 0, 0, 87, 1, 0.0
5, 0, 1, 0, 0, 0.0
5, 0, 1, 0, 1, 0.0
5, 0, 1, 1, 0, 0.0
5, 0, 1, 1, 1, 0.0
5, 0, 1, 2, 0, 0.0
5, 0, 1, 2, 1, 0.0
5, 0, 1, 3, 0, 0.0
5, 0, 1, 3, 1, 0.0
5, 0, 1, 4, 0, 0.0
5, 0, 1, 4, 1, 0.0
5, 0, 1, 5, 0, 0.0
5, 0, 1, 5, 1, 0.0
5, 0, 1, 6, 0, 0.0
5, 0, 1, 6, 1, 0.0
5, 0, 1, 7, 0, 0.0
5, 0, 1, 7, 1, 0.0
5, 0, 1, 8, 0, 0.0
5, 0, 1, 8, 1, 0.0
5, 0, 1, 9, 0, 0.0
5, 0, 1, 9, 1, 0.0
5, 0, 1, 10, 0, 0.0
5, 0, 1, 10, 1, 0.0
5, 0, 1, 11, 0, 0.0
5, 0, 1, 11, 1, 0.0
5, 0, 1, 12, 0, 0.0
5, 0, 1, 12, 1, 0.0
5, 0, 1, 13, 0, 0.0
5, 0, 1, 13, 1, 0.0
5, 0, 1, 14, 0, 0.0
5, 0, 1, 14, 1, 0.0
5, 0, 1, 15, 0, 0.0
5, 0, 1, 15, 1, 0.0
5, 0, 1, 16, 0, 0.0
5, 0, 1, 16, 1, 0.0
5, 0, 1, 17, 0, 0.0
5, 0, 1, 17, 1, 0.0
5, 0, 1, 18, 0, 0.0
5, 0, 1, 18, 1, 0.0
5, 0, 1, 19, 0, 0.0
5, 0, 1, 19, 1, 0.0
5, 0, 1, 20, 0, 0.0
5, 0, 1, 20, 1, 0.0
5, 0, 1, 21, 0, 0.0
5, 0, 1, 21, 1, 0.0
5, 0, 1, 22, 0, 0.0
5, 0, 1, 22, 1, 0.0
5, 0, 1, 23, 0, 0.0
5, 0, 1, 23, 1, 0.0
5, 0, 1, 24, 0, 0.0
5, 0, 1, 24, 1, 0.0
5, 0, 1, 25, 0, 0.0
5, 0, 1, 25, 1, 0.0
5, 0, 1, 26, 0, 0.0
5, 0, 1, 26, 1, 0.0
5, 0, 1, 27, 0, 0.0
5, 0, 1, 27, 1, 0.0
5, 0, 1, 28, 0, 0.0
5, 0, 1, 28, 1, 0.0
5, 0, 1, 29, 0, 0.0
5, 0, 1, 29, 1, 0.0
5, 0, 1, 30, 0, 0.0
5, 0, 1, 30, 1, 0.0
5, 0, 1, 31, 0, 0.0
5, 0, 1, 31, 1, 0.0
5, 0, 1, 32, 0, 0.0
5, 0, 1, 32, 1, 0.0
5, 0, 1, 33, 0, 0.0
5, 0, 1, 33, 1, 0.0
5, 0, 1, 34, 0, 0.0
5, 0, 1, 34, 1, 0.0
5, 0, 1, 35, 0, 0.0
5, 0, 1, 35, 1, 0.0
5, 0, 1, 36, 0, 0.0
5, 0, 1, 36, 1, 0.0
5, 0, 1, 37, 0, 0.0
5, 0, 1, 37, 1, 0.0
5, 0, 1, 38, 0, 0.0
5, 0, 1, 38, 1, 0.0
5, 0, 1, 39, 0, 0.0
5, 0, 1, 39, 1, 0.0
5, 0, 1, 40, 0, 0.0
5, 0, 1, 40, 1, 0.0
5, 0, 1, 41, 0, 0.0
5, 0, 1, 41, 1, 0.0
5, 0, 1, 42, 0, 0.0
5, 0, 1, 42, 1, 0.0
5, 0, 1, 43, 0, 0.0
5, 0, 1, 43, 1, 0.0
5, 0, 1, 44, 0, 0.0
5, 0, 1, 44, 1, 0.0
5, 0, 1, 45, 0, 0.0
5, 0, 1, 45, 1, 0.0
5, 0, 1, 46, 0, 0.0
5, 0, 1, 46, 1, 0.0
5, 0, 1, 47, 0, 0.0
5, 0, 1, 47, 1, 0.0
5, 0, 1, 48, 0, 0.0
5, 0, 1, 48, 1, 0.0
5, 0, 1, 49, 0, 0.0
5, 0, 1, 49, 1, 0.0
5, 0, 1, 50, 0, 0.0
5, 0, 1, 50, 1, 0.0
5, 0, 1, 51, 0, 0.0
5, 0, 1, 51, 1, 0.0
5, 0, 1, 52, 0, 0.0
5, 0, 1, 52, 1, 0.0
5, 0, 1, 53, 0, 0.0
5, 0, 1, 53, 1, 0.0
5, 0, 1, 54, 0, 0.0
5, 0, 1, 54, 1, 0.0
5, 0, 1, 55, 0, 0.0
5, 0, 1, 55, 1, 0.0
5, 0, 1, 56, 0, 0.0
5, 0, 1, 56, 1, 0.0
5, 0, 1, 57, 0, 0.0
5, 0, 1, 57, 1, 0.0
5, 0, 1, 58, 0, 0.0
5, 0, 1, 58, 1, 0.0
5, 0, 1, 59, 0, 0.0
5, 0, 1, 59, 1, 0.0
5, 0, 1, 60, 0, 0.0
5, 0, 1, 60, 1, 0.0
5, 0, 1, 61, 0, 0.0
5, 0, 1, 61, 1, 0.0
5, 0, 1, 62, 0, 0.0
5, 0, 1, 62, 1, 0.0
5, 0, 1, 63, 0, 0.0
5, 0, 1, 63, 1, 0.0
5, 0, 1, 64, 0, 0.0
5, 0, 1, 64, 1, 0.0
5, 0, 1, 65, 0, 0.0
5, 0, 1, 65, 1, 0.0
5, 0, 1, 66, 0, 0.0
5, 0, 1, 66, 1, 0.0
5, 0, 1, 67, 0, 0.0
5, 0, 1, 67, 1, 0.0
5, 0, 1, 68, 0, 0.0
5, 0, 1, 68, 1, 0.0
5, 0, 1, 69, 0, 0.0
5, 0, 1, 69, 1, 0.0
5, 0, 1, 70, 0, 0.0
5, 0, 1, 70, 1, 0.0
5, 0, 1, 71, 0, 0.0
5, 0, 1, 71, 1, 0.0
5, 0, 1, 72, 0, 0.0
5, 0, 1, 72, 1, 0.0
5, 0, 1, 73, 0, 0.0
5, 0, 1, 73, 1, 0.0
5, 0, 1, 74, 0, 0.0
5, 0, 1, 74, 1, 0.0
5, 0, 1, 75, 0, 0.0
5, 0, 1, 75, 1, 0.0
5, 0, 1, 76, 0, 0.0
5, 0, 1, 76, 1, 0.0
5, 0, 1, 77, 0, 0.0
5, 0, 1, 77, 1, 0.0
5, 0, 1, 78, 0, 0.0
5, 0, 1, 78, 1, 0.0
5, 0, 1, 79, 0, 0.0
5, 0, 1, 79, 1, 0.0
5, 0, 1, 80, 0, 0.0
5, 0, 1, 80, 1, 0.0
5, 0, 1, 81, 0, 0.0
5, 0, 1, 81, 1, 0.0
5, 0, 1, 82, 0, 0.0
5, 0, 1, 82, 1, 0.0
5, 0, 1, 83, 0, 0.0
5, 0, 1, 83, 1, 0.0
5, 0, 1, 84, 0, 0.0
5, 0, 1, 84, 1, 0.0
5, 0, 1, 85, 0, 0.0
5, 0, 1, 85, 1, 0.0
5, 0, 1, 86, 0, 0.0
5, 0, 1, 86, 1, 0.0
5, 0, 1, 87, 0, 0.0
5, 0, 1, 87, 1, 0.0
5, 1, 0, 0, 0, 0.0
5, 1, 0, 0, 1, 0.0
5, 1, 0, 1, 0, 0.0
5, 1, 0, 1, 1, 0.0
5, 1, 0, 2, 0, 0.0
5, 1, 0, 2, 1, 0.0
5, 1, 0, 3, 0, 0.0
5, 1, 0, 3, 1, 0.0
5, 1, 0, 4, 0, 0.0
5, 1, 0, 4, 1, 0.0
5, 1, 0, 5, 0, 0.0
5, 1, 0, 5, 1, 0.0
5, 1, 0, 6, 0, 0.0
5, 1, 0, 6, 1, 0.0
5, 1, 0, 7, 0, 0.0
5, 1, 0, 7, 1, 0.0
5, 1, 0, 8, 0, 0.0
5, 1, 0, 8, 1, 0.0
5, 1, 0, 9, 0, 0.0
5, 1, 0, 9, 1, 0.0
5, 1, 0, 10, 0, 0.0
5, 1, 0, 10, 1, 0.0
5, 1, 0, 11, 0, 0.0
5, 1, 0, 11, 1, 0.0
5, 1, 0, 12, 0, 0.0
5, 1, 0, 12, 1, 0.0
5, 1, 0, 13, 0, 0.0
5, 1, 0, 13, 1, 0.0
5, 1, 0, 14, 0, 0.0
5, 1, 0, 14, 1, 0.0
5, 1, 0, 15, 0, 0.0
5, 1, 0, 15, 1, 0.0
5, 1, 0, 16, 0, 0.0
5, 1, 0, 16, 1, 0.0
5, 1, 0, 17, 0, 0.0
5, 1, 0, 17, 1, 0.0
5, 1, 0, 18, 0, 0.0
5, 1, 0, 18, 1, 0.0
5, 1, 0, 19, 0, 0.0
5, 1, 0, 19, 1, 0.0
5, 1, 0, 20, 0, 0.0
5, 1, 0, 20, 1, 0.0
5, 1, 0, 21, 0, 0.0
5, 1, 0, 21, 1, 0.0
5, 1, 0, 22, 0, 0.0
5, 1, 0, 22, 1, 0.0
5, 1, 0, 23, 0, 0.0
5, 1, 0, 23, 1, 0.0
5, 1, 0, 24, 0, 0.0
5, 1, 0, 24, 1, 0.0
5, 1, 0, 25, 0, 0.0
5, 1, 0, 25, 1, 0.0
5, 1, 0, 26, 0, 0.0
5, 1, 0, 26, 1, 0.0
5, 1, 0, 27, 0, 0.0
5, 1, 0, 27, 1, 0.0
5, 1, 0, 28, 0, 0.0
5, 1, 0, 28, 1, 0.0
5, 1, 0, 29, 0, 0.0
5, 1, 0, 29, 1, 0.0
5, 1, 0, 30, 0, 0.0
5, 1, 0, 30, 1, 0.0
5, 1, 0, 31, 0, 0.0
5, 1, 0, 31, 1, 0.0
5, 1, 0, 32, 0, 0.0
5, 1, 0, 32, 1, 0.0
5, 1, 0, 33, 0, 0.0
5, 1, 0, 33, 1, 0.0
5, 1, 0, 34, 0, 0.0
5, 1, 0, 34, 1, 0.0
5, 1, 0, 35, 0, 0.0
5, 1, 0, 35, 1, 0.0
5, 1, 0, 36, 0, 0.0
5, 1, 0, 36, 1, 0.0
5, 1, 0, 37, 0, 0.0
5, 1, 0, 37, 1, 0.0
5, 1, 0, 38, 0, 0.0
5, 1, 0, 38, 1, 0.0
5, 1, 0, 39, 0, 0.0
5, 1, 0, 39, 1, 0.0
5, 1, 0, 40, 0, 0.0
5, 1, 0, 40, 1, 0.0
5, 1, 0, 41, 0, 0.0
5, 1, 0, 41, 1, 0.0
5, 1, 0, 42, 0, 0.0
5, 1, 0, 42, 1, 0.0
5, 1, 0, 43, 0, 0.0
5, 1, 0, 43, 1, 0.0
5, 1, 0, 44, 0, 0.0
5, 1, 0, 44, 1, 0.0
5, 1, 0, 45, 0, 0.0
5, 1, 0, 45, 1, 0.0
5, 1, 0, 46, 0, 0.0
5, 1, 0, 46, 1, 0.0
5, 1, 0, 47, 0, 0.0
5, 1, 0, 47, 1, 0.0
5, 1, 0, 48, 0, 0.0
5, 1, 0, 48, 1, 0.0
5, 1, 0, 49, 0, 0.0
5, 1, 0, 49, 1, 0.0
5, 1, 0, 50, 0, 0.0
5, 1, 0, 50, 1, 0.0
5, 1, 0, 51, 0, 0.0
5, 1, 0, 51, 1, 0.0
5, 1, 0, 52, 0, 0.0
5, 1, 0, 52, 1, 0.0
5, 1, 0, 53, 0, 0.0
5, 1, 0, 53, 1, 0.0
5, 1, 0, 54, 0, 0.0
5, 1, 0, 54, 1, 0.0
5, 1, 0, 55, 0, 0.0
5, 1, 0, 55, 1, 0.0
5, 1, 0, 56, 0, 0.0
5, 1, 0, 56, 1, 0.0
5, 1, 0, 57, 0, 0.0
5, 1, 0, 57, 1, 0.0
5, 1, 0, 58, 0, 0.0
5, 1, 0, 58, 1, 0.0
5, 1, 0, 59, 0, 0.0
5, 1, 0, 59, 1, 0.0
5, 1, 0, 60, 0, 0.0
5, 1, 0, 60, 1, 0.0
5, 1, 0, 61, 0, 0.0
5, 1, 0, 61, 1, 0.0
5, 1, 0, 62, 0, 0.0
5, 1, 0, 62, 1, 0.0
5, 1, 0, 63, 0, 0.0
5, 1, 0, 63, 1, 0.0
5, 1, 0, 64, 0, 0.0
5, 1, 0, 64, 1, 0.0
5, 1, 0, 65, 0, 0.0
5, 1, 0, 65, 1, 0.0
5, 1, 0, 66, 0, 0.0
5, 1, 0, 66, 1, 0.0
5, 1, 0, 67, 0, 0.0
5, 1, 0, 67, 1, 0.0
5, 1, 0, 68, 0, 0.0
5, 1, 0, 68, 1, 0.0
5, 1, 0, 69, 0, 0.0
5, 1, 0, 69, 1, 0.0
5, 1, 0, 70, 0, 0.0
5, 1, 0, 70, 1, 0.0
5, 1, 0, 71, 0, 0.0
5, 1, 0, 71, 1, 0.0
5, 1, 0, 72, 0, 0.0
5, 1, 0, 72, 1, 0.0
5, 1, 0, 73, 0, 0.0
5, 1, 0, 73, 1, 0.0
5, 1, 0, 74, 0, 0.0
5, 1, 0, 74, 1, 0.0
5, 1, 0, 75, 0, 0.0
5, 1, 0, 75, 1, 0.0
5, 1, 0, 76, 0, 0.0
5, 1, 0, 76, 1, 0.0
5, 1, 0, 77, 0, 0.0
5, 1, 0, 77, 1, 0.0
5, 1, 0, 78, 0, 0.0
5, 1, 0, 78, 1, 0.0
5, 1, 0, 79, 0, 0.0
5, 1, 0, 79, 1, 0.0
5, 1, 0, 80, 0, 0.0
5, 1, 0, 80, 1, 0.0
5, 1, 0, 81, 0, 0.0
5, 1, 0, 81, 1, 0.0
5, 1, 0, 82, 0, 0.0
5, 1, 0, 82, 1, 0.0
5, 1, 0, 83, 0, 0.0
5, 1, 0, 83, 1, 0.0
5, 1, 0, 84, 0, 0.0
5, 1, 0, 84, 1, 0.0
5, 1, 0, 85, 0, 0.0
5, 1, 0, 85, 1, 0.0
5, 1, 0, 86, 0, 0.0
5, 1, 0, 86, 1, 0.0
5, 1, 0, 87, 0, 0.0
5, 1, 0, 87, 1, 0.0
5, 1, 1, 0, 0, 0.0
5, 1, 1, 0, 1, 0.0
5, 1, 1, 1, 0, 0.0
5, 1, 1, 1, 1, 0.0
5, 1, 1, 2, 0, 0.0
5, 1, 1, 2, 1, 0.0
5, 1, 1, 3, 0, 0.0
5, 1, 1, 3, 1, 0.0
5, 1, 1, 4, 0, 0.0
5, 1, 1, 4, 1, 0.0
5, 1, 1, 5, 0, 0.0
5, 1, 1, 5, 1, 0.0
5, 1, 1, 6, 0, 0.0
5, 1, 1, 6, 1, 0.0
5, 1, 1, 7, 0, 0.0
5, 1, 1, 7, 1, 0.0
5, 1, 1, 8, 0, 0.0
5, 1, 1, 8, 1, 0.0
5, 1, 1, 9, 0, 0.0
5, 1, 1, 9, 1, 0.0
5, 1, 1, 10, 0, 0.0
5, 1, 1, 10, 1, 0.0
5, 1, 1, 11, 0, 0.0
5, 1, 1, 11, 1, 0.0
5, 1, 1, 12, 0, 0.0
5, 1, 1, 12, 1, 0.0
5, 1, 1, 13, 0, 0.0
5, 1, 1, 13, 1, 0.0
5, 1, 1, 14, 0, 0.0
5, 1, 1, 14, 1, 0.0
5, 1, 1, 15, 0, 0.0
5, 1, 1, 15, 1, 0.0
5, 1, 1, 16, 0, 0.0
5, 1, 1, 16, 1, 0.0
5, 1, 1, 17, 0, 0.0
5, 1, 1, 17, 1, 0.0
5, 1, 1, 18, 0, 0.0
5, 1, 1, 18, 1, 0.0
5, 1, 1, 19, 0, 0.0
5, 1, 1, 19, 1, 0.0
5, 1, 1, 20, 0, 0.0
5, 1, 1, 20, 1, 0.0
5, 1, 1, 21, 0, 0.0
5, 1, 1, 21, 1, 0.0
5, 1, 1, 22, 0, 0.0
5, 1, 1, 22, 1, 0.0
5, 1, 1, 23, 0, 0.0
5, 1, 1, 23, 1, 0.0
5, 1, 1, 24, 0, 0.0
5, 1, 1, 24, 1, 0.0
5, 1, 1, 25, 0, 0.0
5, 1, 1, 25, 1, 0.0
5, 1, 1, 26, 0, 0.0
5, 1, 1, 26, 1, 0.0
5, 1, 1, 27, 0, 0.0
5, 1, 1, 27, 1, 0.0
5, 1, 1, 28, 0, 0.0
5, 1, 1, 28, 1, 0.0
5, 1, 1, 29, 0, 0.0
5, 1, 1, 29, 1, 0.0
5, 1, 1, 30, 0, 0.0
5, 1, 1, 30, 1, 0.0
5, 1, 1, 31, 0, 0.0
5, 1, 1, 31, 1, 0.0
5, 1, 1, 32, 0, 0.0
5, 1, 1, 32, 1, 0.0
5, 1, 1, 33, 0, 0.0
5, 1, 1, 33, 1, 0.0
5, 1, 1, 34, 0, 0.0
5, 1, 1, 34, 1, 0.0
5, 1, 1, 35, 0, 0.0
5, 1, 1, 35, 1, 0.0
5, 1, 1, 36, 0, 0.0
5, 1, 1, 36, 1, 0.0
5, 1, 1, 37, 0, 0.0
5, 1, 1, 37, 1, 0.0
5, 1, 1, 38, 0, 0.0
5, 1, 1, 38, 1, 0.0
5, 1, 1, 39, 0, 0.0
5, 1, 1, 39, 1, 0.0
5, 1, 1, 40, 0, 0.0
5, 1, 1, 40, 1, 0.0
5, 1, 1, 41, 0, 0.0
5, 1, 1, 41, 1, 0.0
5, 1, 1, 42, 0, 0.0
5, 1, 1, 42, 1, 0.0
5, 1, 1, 43, 0, 0.0
5, 1, 1, 43, 1, 0.0
5, 1, 1, 44, 0, 0.0
5, 1, 1, 44, 1, 0.0
5, 1, 1, 45, 0, 0.0
5, 1, 1, 45, 1, 0.0
5, 1, 1, 46, 0, 0.0
5, 1, 1, 46, 1, 0.0
5, 1, 1, 47, 0, 0.0
5, 1, 1, 47, 1, 0.0
5, 1, 1, 48, 0, 0.0
5, 1, 1, 48, 1, 0.0
5, 1, 1, 49, 0, 0.0
5, 1, 1, 49, 1, 0.0
5, 1, 1, 50, 0, 0.0
5, 1, 1, 50, 1, 0.0
5, 1, 1, 51, 0, 0.0
5, 1, 1, 51, 1, 0.0
5, 1, 1, 52, 0, 0.0
5, 1, 1, 52, 1, 0.0
5, 1, 1, 53, 0, 0.0
5, 1, 1, 53, 1, 0.0
5, 1, 1, 54, 0, 0.0
5, 1, 1, 54, 1, 0.0
5, 1, 1, 55, 0, 0.0
5, 1, 1, 55, 1, 0.0
5, 1, 1, 56, 0, 0.0
5, 1, 1, 56, 1, 0.0
5, 1, 1, 57, 0, 0.0
5, 1, 1, 57, 1, 0.0
5, 1, 1, 58, 0, 0.0
5, 1, 1, 58, 1, 0.0
5, 1, 1, 59, 0, 0.0
5, 1, 1, 59, 1, 0.0
5, 1, 1, 60, 0, 0.0
5, 1, 1, 60, 1, 0.0
5, 1, 1, 61, 0, 0.0
5, 1, 1, 61, 1, 0.0
5, 1, 1, 62, 0, 0.0
5, 1, 1, 62, 1, 0.0
5, 1, 1, 63, 0, 0.0
5, 1, 1, 63, 1, 0.0
5, 1, 1, 64, 0, 0.0
5, 1, 1, 64, 1, 0.0
5, 1, 1, 65, 0, 0.0
5, 1, 1, 65, 1, 0.0
5, 1, 1, 66, 0, 0.0
5, 1, 1, 66, 1, 0.0
5, 1, 1, 67, 0, 0.0
5, 1, 1, 67, 1, 0.0
5, 1, 1, 68, 0, 0.0
5, 1, 1, 68, 1, 0.0
5, 1, 1, 69, 0, 0.0
5, 1, 1, 69, 1, 0.0
5, 1, 1, 70, 0, 0.0
5, 1, 1, 70, 1, 0.0
5, 1, 1, 71, 0, 0.0
5, 1, 1, 71, 1, 0.0
5, 1, 1, 72, 0, 0.0
5, 1, 1, 72, 1, 0.0
5, 1, 1, 73, 0, 0.0
5, 1, 1, 73, 1, 0.0
5, 1, 1, 74, 0, 0.0
5, 1, 1, 74, 1, 0.0
5, 1, 1, 75, 0, 0.0
5, 1, 1, 75, 1, 0.0
5, 1, 1, 76, 0, 0.0
5, 1, 1, 76, 1, 0.0
5, 1, 1, 77, 0, 0.0
5, 1, 1, 77, 1, 0.0
5, 1, 1, 78, 0, 0.0
5, 1, 1, 78, 1, 0.0
5, 1, 1, 79, 0, 0.0
5, 1, 1, 79, 1, 0.0
5, 1, 1, 80, 0, 0.0
5, 1, 1, 80, 1, 0.0
5, 1, 1, 81, 0, 0.0
5, 1, 1, 81, 1, 0.0
5, 1, 1, 82, 0, 0.0
5, 1, 1, 82, 1, 0.0
5, 1, 1, 83, 0, 0.0
5, 1, 1, 83, 1, 0.0
5, 1, 1, 84, 0, 0.0
5, 1, 1, 84, 1, 0.0
5, 1, 1, 85, 0, 0.0
5, 1, 1, 85, 1, 0.0
5, 1, 1, 86, 0, 0.0
5, 1, 1, 86, 1, 0.0
5, 1, 1, 87, 0, 0.0
5, 1, 1, 87, 1, 0.0
5, 2, 0, 0, 0, 0.0
5, 2, 0, 0, 1, 0.0
5, 2, 0, 1, 0, 0.0
5, 2, 0, 1, 1, 0.0
5, 2, 0, 2, 0, 0.0
5, 2, 0, 2, 1, 0.0
5, 2, 0, 3, 0, 0.0
5, 2, 0, 3, 1, 0.0
5, 2, 0, 4, 0, 0.0
5, 2, 0, 4, 1, 0.0
5, 2, 0, 5, 0, 0.0
5, 2, 0, 5, 1, 0.0
5, 2, 0, 6, 0, 0.0
5, 2, 0, 6, 1, 0.0
5, 2, 0, 7, 0, 0.0
5, 2, 0, 7, 1, 0.0
5, 2, 0, 8, 0, 0.0
5, 2, 0, 8, 1, 0.0
5, 2, 0, 9, 0, 0.0
5, 2, 0, 9, 1, 0.0
5, 2, 0, 10, 0, 0.0
5, 2, 0, 10, 1, 0.0
5, 2, 0, 11, 0, 0.0
5, 2, 0, 11, 1, 0.0
5, 2, 0, 12, 0, 0.0
5, 2, 0, 12, 1, 0.0
5, 2, 0, 13, 0, 0.0
5, 2, 0, 13, 1, 0.0
5, 2, 0, 14, 0, 0.0
5, 2, 0, 14, 1, 0.0
5, 2, 0, 15, 0, 0.0
5, 2, 0, 15, 1, 0.0
5, 2, 0, 16, 0, 0.0
5, 2, 0, 16, 1, 0.0
5, 2, 0, 17, 0, 0.0
5, 2, 0, 17, 1, 0.0
5, 2, 0, 18, 0, 0.0
5, 2, 0, 18, 1, 0.0
5, 2, 0, 19, 0, 0.0
5, 2, 0, 19, 1, 0.0
5, 2, 0, 20, 0, 0.0
5, 2, 0, 20, 1, 0.0
5, 2, 0, 21, 0, 0.0
5, 2, 0, 21, 1, 0.0
5, 2, 0, 22, 0, 0.0
5, 2, 0, 22, 1, 0.0
5, 2, 0, 23, 0, 0.0
5, 2, 0, 23, 1, 0.0
5, 2, 0, 24, 0, 0.0
5, 2, 0, 24, 1, 0.0
5, 2, 0, 25, 0, 0.0
5, 2, 0, 25, 1, 0.0
5, 2, 0, 26, 0, 0.0
5, 2, 0, 26, 1, 0.0
5, 2, 0, 27, 0, 0.0
5, 2, 0, 27, 1, 0.0
5, 2, 0, 28, 0, 0.0
5, 2, 0, 28, 1, 0.0
5, 2, 0, 29, 0, 0.0
5, 2, 0, 29, 1, 0.0
5, 2, 0, 30, 0, 0.0
5, 2, 0, 30, 1, 0.0
5, 2, 0, 31, 0, 0.0
5, 2, 0, 31, 1, 0.0
5, 2, 0, 32, 0, 0.0
5, 2, 0, 32, 1, 0.0
5, 2, 0, 33, 0, 0.0
5, 2, 0, 33, 1, 0.0
5, 2, 0, 34, 0, 0.0
5, 2, 0, 34, 1, 0.0
5, 2, 0, 35, 0, 0.0
5, 2, 0, 35, 1, 0.0
5, 2, 0, 36, 0, 0.0
5, 2, 0, 36, 1, 0.0
5, 2, 0, 37, 0, 0.0
5, 2, 0, 37, 1, 0.0
5, 2, 0, 38, 0, 0.0
5, 2, 0, 38, 1, 0.0
5, 2, 0, 39, 0, 0.0
5, 2, 0, 39, 1, 0.0
5, 2, 0, 40, 0, 0.0
5, 2, 0, 40, 1, 0.0
5, 2, 0, 41, 0, 0.0
5, 2, 0, 41, 1, 0.0
5, 2, 0, 42, 0, 0.0
5, 2, 0, 42, 1, 0.0
5, 2, 0, 43, 0, 0.0
5, 2, 0, 43, 1, 0.0
5, 2, 0, 44, 0, 0.0
5, 2, 0, 44, 1, 0.0
5, 2, 0, 45, 0, 0.0
5, 2, 0, 45, 1, 0.0
5, 2, 0, 46, 0, 0.0
5, 2, 0, 46, 1, 0.0
5, 2, 0, 47, 0, 0.0
5, 2, 0, 47, 1, 0.0
5, 2, 0, 48, 0, 0.0
5, 2, 0, 48, 1, 0.0
5, 2, 0, 49, 0, 0.0
5, 2, 0, 49, 1, 0.0
5, 2, 0, 50, 0, 0.0
5, 2, 0, 50, 1, 0.0
5, 2, 0, 51, 0, 0.0
5, 2, 0, 51, 1, 0.0
5, 2, 0, 52, 0, 0.0
5, 2, 0, 52, 1, 0.0
5, 2, 0, 53, 0, 0.0
5, 2, 0, 53, 1, 0.0
5, 2, 0, 54, 0, 0.0
5, 2, 0, 54, 1, 0.0
5, 2, 0, 55, 0, 0.0
5, 2, 0, 55, 1, 0.0
5, 2, 0, 56, 0, 0.0
5, 2, 0, 56, 1, 0.0
5, 2, 0, 57, 0, 0.0
5, 2, 0, 57, 1, 0.0
5, 2, 0, 58, 0, 0.0
5, 2, 0, 58, 1, 0.0
5, 2, 0, 59, 0, 0.0
5, 2, 0, 59, 1, 0.0
